_id,app,appVersion,reviewText,author,date,ratingStars,ArDoc classification,classification,class1,class2,class3,copied to 30each,class4,class5
5789387e819cb7066ab3fc53,A Comic Viewer,1.4.1.4,Way better than moon+ reader,Pruthvesh Desai,21/11/13,5,OTHER,,OTHER,,,,,
5789387b819cb7066ab3fc52,A Comic Viewer,1.4.1.4,"Good app I really like this app, I just wish we would get an update that marks the issues of a comic series I have read so I know where I left off last, especially in a series with a lot of issues.",Ian Wienert,22/11/13,4,FEATURE_REQUEST,,UI,,,,,
5789387b819cb7066ab3fc50,A Comic Viewer,1.4.1.4,"Great CBR reader Just kinda klunky trying to find, say, the next chapter and digging through file folders.",Tim Tsai,01/12/13,4,OTHER,,APP USABILITY,ERROR,,,,
5789387b819cb7066ab3fc51,A Comic Viewer,1.4.1.4,works great have had no problems with it.,Andrew Benge,01/12/13,5,INFORMATION_GIVING,,OTHER,,,,,
5789387b819cb7066ab3fc4f,A Comic Viewer,1.4.1.4,Excellent ï_ˆ*'âˆ€'äººï_‰â™¥*+ good aplication. Easy to use it.,Asaki Hotaru,02/12/13,5,OTHER,,APP USABILITY,,,,,
57893878819cb7066ab3fc4e,A Comic Viewer,1.4.1.4,No updates No updates ? Please update for full immersion mode on android 4.4 kit kat.,Mario Marentes,06/12/13,2,OTHER,,ANDROID VERSION,,,,,
57893878819cb7066ab3fc4c,A Comic Viewer,1.4.1.4,Thanks Reads my comics! Perfect!,THE RAFATTACK,07/12/13,5,OTHER,,OTHER,,,,,
57893878819cb7066ab3fc4d,A Comic Viewer,1.4.1.4,What the hell! Why is there no PDF support? That's pretty ridiculous.,Liam Grant,07/12/13,2,OTHER,,OTHER,,,,,
57893878819cb7066ab3fc4b,A Comic Viewer,1.4.1.4,"Very nice viewer that needs some work... Light and effective, very simple to use. It seems to have some bugs under Jelly Bean... like the vanished menu top. Never the less a solid and fast reader.",SÃ©rgio Franco,08/12/13,4,OTHER,,APP USABILITY,ANDROID VERSION,ERROR,,,
57893876819cb7066ab3fc49,A Comic Viewer,1.4.1.4,"Still no CBR support I've had bugs with other archives as well. For an open-source project with IAP, you'd think one of the major formats would have been developed by now. Every other reader I've tested supports them.",A Google User,09/12/13,1,INFORMATION_GIVING,,ERROR,,,,,
57893876819cb7066ab3fc4a,A Comic Viewer,1.4.1.4,Sucks,Eric B,09/12/13,1,OTHER,,OTHER,,,,,
57893876819cb7066ab3fc48,A Comic Viewer,1.4.1.4,Dark Good app,spk kul,12/12/13,5,OTHER,,OTHER,,,,,
57893876819cb7066ab3fc47,A Comic Viewer,1.4.1.4,Works as advertised,Kimberly Gilbert,13/12/13,5,OTHER,,OTHER,,,,,
57893874819cb7066ab3fc45,A Comic Viewer,1.4.1.4,Good An awesome comic reader,rayhan mohammed,14/12/13,5,OTHER,,OTHER,,,,,
57893874819cb7066ab3fc46,A Comic Viewer,1.4.1.4,"Almost perfect! Needs Korean, long length comic support.",Quinn Dunham,14/12/13,5,OTHER,,OTHER,,,,,
57893874819cb7066ab3fc44,A Comic Viewer,1.4.1.4,Simple clean Best .cbr format reader,Anshumaan Rathi,18/12/13,5,OTHER,,APP USABILITY,,,,,
57893874819cb7066ab3fc42,A Comic Viewer,1.4.1.4,Best Ive found For my tab 2 10.1,Kallen Williams,20/12/13,5,OTHER,,DEVICE,,,,,
57893874819cb7066ab3fc43,A Comic Viewer,1.4.1.4,Cool Good,ALOK KUMAR Roy,20/12/13,5,OTHER,,OTHER,,,,,
57893873819cb7066ab3fc41,A Comic Viewer,1.4.1.4,Good for the price It is fast but there's a lot of memory issues especially when trying to read a large comic book with over a hundred pages,andrew robbins,23/12/13,3,OTHER,PRICING,PRICE,MEMORY,ERROR,,,
57893873819cb7066ab3fc40,A Comic Viewer,1.4.1.4,Not supporting my cbr files. What the subject line says.,Brian Kausek,25/12/13,1,OTHER,,OTHER,,,,,
57893873819cb7066ab3fc3f,A Comic Viewer,1.4.1.4,Best app to view comic. Nice app!,Siew Tong,29/12/13,5,OTHER,,OTHER,,,,,
57893873819cb7066ab3fc3e,A Comic Viewer,1.4.1.4,Awesome Awesome,abhishek chowdhury,30/12/13,5,OTHER,,OTHER,,,,,
57893871819cb7066ab3fc3d,A Comic Viewer,1.4.1.4,Perfect Nothing to report. Does what it should and does it well,Sebastien Jean,31/12/13,5,OTHER,,OTHER,,,,,
57893871819cb7066ab3fc3c,A Comic Viewer,1.4.1.4,"It's hanging too frequently, even I have a descent tablet",gvasilas a,01/01/14,1,OTHER,,PERFORMANCE,ERROR,,,,
57893871819cb7066ab3fc3b,A Comic Viewer,1.4.1.4,"Page turning sucks Like the title says, you can't turn pages smoothly at all. The comics load nice, but the page turning is hell",Rusty Shackleford,03/01/14,2,OTHER,,UI,ERROR,,,,
57893871819cb7066ab3fc3a,A Comic Viewer,1.4.1.4,Works Great,Ely Stein,04/01/14,4,OTHER,,OTHER,,,,,
5789386b819cb7066ab3fc35,A Comic Viewer,1.4.1.4,Great No complaints. Brill app.,Johnny Organ,05/01/14,5,OTHER,,OTHER,,,,,
5789386b819cb7066ab3fc36,A Comic Viewer,1.4.1.4,"Keeps crashing on cbr files Close to giving up on this app...it keeps failing to load multiple pages in cbr files, running out of memory or something. When its the first page that can't load, there doesn't seem to be a way of loading _any_ pages.",Andrew Bene,05/01/14,2,INFORMATION_GIVING,,MEMORY,ERROR,,,,
5789386f819cb7066ab3fc37,A Comic Viewer,1.4.1.4,"Served me well I used this app a lot for offline reading, easy to use and simple zoom controls. Used it on a S3 and a nameless copycat tablet. Also I like the current app icon, simple and no text. But, now I'm looking for a change, this app now feels outdated... I hope this app will rise again someday. >SFMBE",Not Me,05/01/14,4,OTHER,,DEVICE,APP USABILITY,,,,
5789386f819cb7066ab3fc38,A Comic Viewer,1.4.1.4,Vr g Hay,anh dinh,05/01/14,5,OTHER,,OTHER,,,,,
5789386f819cb7066ab3fc39,A Comic Viewer,1.4.1.4,"Can't open some comics. So I had to change to another app in order for me to read a comic. Because this app kept on saying that they couldn't open because of error, but after I changed to this other app there was no problem at all. So I'm sad about this as I used to like this app a lot.",Diyana Maya,05/01/14,1,OTHER,,ERROR,,,,,
5789386b819cb7066ab3fc34,A Comic Viewer,1.4.1.4,Good comic reader,Scott Lindsey,08/01/14,5,OTHER,,OTHER,,,,,
57893868819cb7066ab3fc31,A Comic Viewer,1.4.1.4,Error codes Won't load pages of certain books. Asks me to unzip files that are not zipped.,A Google User,09/01/14,1,OTHER,,ERROR,,,,,
57893868819cb7066ab3fc32,A Comic Viewer,1.4.1.4,Loving it Thanks for the comic sliz,Issac Johnson,09/01/14,5,OTHER,,OTHER,,,,,
5789386b819cb7066ab3fc33,A Comic Viewer,1.4.1.4,Exellent Ever good app,Sahil Hassan,09/01/14,5,OTHER,,OTHER,,,,,
57893863819cb7066ab3fc30,A Comic Viewer,1.4.1.4,Great,Khanh Nguyen,12/01/14,5,OTHER,,OTHER,,,,,
57893863819cb7066ab3fc2e,A Comic Viewer,1.4.1.4,"Needs updating This app works great on my older phone, but now that I've upgraded most of my files are no longer appearing correctly.",Aaron Bresnahan,13/01/14,2,OTHER,,DEVICE,,,,,
57893863819cb7066ab3fc2f,A Comic Viewer,1.4.1.4,Slow on tablets In need of a major update. Images not as crisp or bright as on jjComic Viewer or Perfect Viewer.,Bill Evans,13/01/14,2,OTHER,,PERFORMANCE,ERROR,,,,
57893861819cb7066ab3fc2c,A Comic Viewer,1.4.1.4,"Too awesome Very simple, can read all my comics and manga here",A Google User,14/01/14,5,OTHER,,APP USABILITY,,,,,
57893863819cb7066ab3fc2d,A Comic Viewer,1.4.1.4,ICS Problem Can't open settings on ICS.,A Google User,14/01/14,5,INFORMATION_GIVING,,ERROR,,,,,
57893861819cb7066ab3fc2b,A Comic Viewer,1.4.1.4,"Worked now out of memory error Out of memory sucks use to work good found that this app """"Simple Comic Viewer"""" working for me loading comics no errors.",Maurice Clarke,22/01/14,2,OTHER,,MEMORY,ERROR,APP USABILITY,,,
57893861819cb7066ab3fc29,A Comic Viewer,1.4.1.4,Cbr problems Cbr isn't working too good,Luciano Silva,25/01/14,2,PROBLEM_DISCOVERY,,ERROR,,,,,
57893861819cb7066ab3fc2a,A Comic Viewer,1.4.1.4,"Potential But sadly it hasn't gotten there yet, maybe someday it will but for now, it's only got potential",Emmanuel Torres,25/01/14,4,OTHER,,OTHER,,,,,
5789385e819cb7066ab3fc28,A Comic Viewer,1.4.1.4,Good comic reader Can be a bit slow rendering pages but still the best out there,David Morgan,28/01/14,4,OTHER,,PERFORMANCE,ERROR,,,,
5789385e819cb7066ab3fc27,A Comic Viewer,1.4.1.4,"awesome this app is just great... reads .cbr files just fine, but the zooming is really tedious...",dante nongrum,01/02/14,4,OTHER,,APP USABILITY,ERROR,,,,
5789385e819cb7066ab3fc26,A Comic Viewer,1.4.1.4,WOW.. Very nice!,Syaif Rohmadi,05/02/14,5,OTHER,,OTHER,,,,,
5789385e819cb7066ab3fc25,A Comic Viewer,1.4.1.4,Please update it Sometimes it shows error when I open next page... Please update it and fix errors. ... Otherwise it's 4 star app...,Jonny Hindu,10/02/14,3,OTHER,,ERROR,,,,,
5789385c819cb7066ab3fc24,A Comic Viewer,1.4.1.4,"Love the format, hate the stability As I said, great format and user controls. But almost every other page of any comic I get either a memory error or a corrupted data error. Fix that or this app is useless. I like the features just wish I could actually read through an entire comic with out some BS. Will be switching to a different app and uninstalling this until it is made useable.",Kyle Arnold,14/02/14,2,OTHER,,UI,MEMORY,ERROR,,,
5789385c819cb7066ab3fc23,A Comic Viewer,1.4.1.4,great the best android comic reader,Jonathan Newman,16/02/14,5,OTHER,,OTHER,,,,,
5789385c819cb7066ab3fc22,A Comic Viewer,1.4.1.4,Meh.. Opens the file and scrolls a couple pages then crashes. I cleared my ram. Same problem.,Kevin Kraus,17/02/14,3,PROBLEM_DISCOVERY,,UI,HARDWARE,ERROR,,,
5789385a819cb7066ab3fc21,A Comic Viewer,1.4.1.4,Easy to use Great app,Ranan yeasin,21/02/14,5,OTHER,,APP USABILITY,,,,,
5789385a819cb7066ab3fc1f,A Comic Viewer,1.4.1.4,"Stopped loading pages The controls are slightly unituitive, the zoom doesnt work very well at all and after using for several days it wouldn't load my images anymore due to some weird error that I tried in vain to resolve and that would randomly reappear at the most inconvenient times.",Devan Bicher,24/02/14,2,PROBLEM_DISCOVERY,,APP USABILITY,ERROR,,,,
57893856819cb7066ab3fc1c,A Comic Viewer,1.4.1.4,"There Better readers If its a comic reader why not make it read square to square? Reads just the same as any other """"reader app"""" out there.",Evan Miles,26/02/14,3,OTHER,,OTHER,,,,,
57893856819cb7066ab3fc1d,A Comic Viewer,1.4.1.4,Below average As it does not support a bunch of comics.,Ishan Biswas,26/02/14,2,INFORMATION_GIVING,,OTHER,,,,,
57893856819cb7066ab3fc1e,A Comic Viewer,1.4.1.4,Awesome Nice,taher kapadia,26/02/14,5,OTHER,,OTHER,,,,,
57893856819cb7066ab3fc1b,A Comic Viewer,1.4.1.4,Best like it best app to view .rar file and best for comic reading.,Sushil Gaikwad,03/03/14,4,OTHER,,OTHER,,,,,
57893854819cb7066ab3fc1a,A Comic Viewer,1.4.1.4,Nice app i can't set my whatsapp d.p...bt now i change my d.p wid this app,A Google User,08/03/14,5,INFORMATION_GIVING,,OTHER,,,,,
57893854819cb7066ab3fc19,A Comic Viewer,1.4.1.4,"Great Great for comics, controls really customisable",Reggie Schildmeijer,10/03/14,5,OTHER,,APP USABILITY,,,,,
57893854819cb7066ab3fc18,A Comic Viewer,1.4.1.4,"Wonderful App The swipe to change pages and the buttons to change pages do not always work the first or second attempts but they do eventually. Other than that, this is a wonderful app. I did have to convert some CBR/CBZ files into ZIP after some memory errors but that was quick and easy. I have tried some other comic apps. This one is the greatest by far.",Brad Linton,17/03/14,5,OTHER,,UI,ERROR,MEMORY,,,
57893851819cb7066ab3fc17,A Comic Viewer,1.4.1.4,The idea is nice but the actual app needs some work. Was flipping through a comic last night and only reached page 100 when it complained about running out of memory. It told me to either unpack the archive or close the app and run it later. Why even bother with a cbz viewer if you have to unpack it all to view it? I'd just use the gallery on my phone and flip through pictures.,Christian Rutherford,25/03/14,3,INFORMATION_GIVING,,MEMORY,ERROR,,,,
5789384e819cb7066ab3fc15,A Comic Viewer,1.4.1.4,Best comic book viewer Opens all comics just like CDisplay.,Roman Hunter,26/03/14,5,INFORMATION_GIVING,,OTHER,,,,,
57893851819cb7066ab3fc16,A Comic Viewer,1.4.1.4,Decent if you don't like to read You can look at pictures but forget getting understanding what's going on because he bottom of every page is garbage.,sean hammond,26/03/14,1,PROBLEM_DISCOVERY,,ERROR,,,,,
5789384e819cb7066ab3fc14,A Comic Viewer,1.4.1.4,It Perfect. Sometimes the comics are a little messed up.,Saad A,31/03/14,4,OTHER,,ERROR,,,,,
5789384e819cb7066ab3fc12,A Comic Viewer,1.4.1.4,Awesome Best one I tried,Imraan Knight,01/04/14,5,OTHER,,OTHER,,,,,
5789384e819cb7066ab3fc13,A Comic Viewer,1.4.1.4,"Very good, i always use it when reading comics",xuan dinh Pham,01/04/14,4,OTHER,,OTHER,,,,,
5789384c819cb7066ab3fc10,A Comic Viewer,1.4.1.4,This comic viewer is different to many others... It works!!! 5 stars...,Robert Greenwood,03/04/14,5,OTHER,,OTHER,,,,,
5789384c819cb7066ab3fc11,A Comic Viewer,1.4.1.4,"Excellent in every regard except... This is an excellent app and I couldn't be happier. I have also tried Komik, but noticed that the images are blurry when scrolling and takes a second for it to sharpen. ACV does not have this problem! One feature that this app desperately needs, however, is full screen support (which Komik has). Please add full screen support for those running Kit Kat and this will be the perfect comic reader :D",Chris,03/04/14,4,INFORMATION_GIVING,,UI,ANDROID VERSION,,,,
5789384c819cb7066ab3fc0f,A Comic Viewer,1.4.1.4,Out of memory error Unusable,Fuqing Lin,08/04/14,1,OTHER,,MEMORY,ERROR,,,,
5789384a819cb7066ab3fc0d,A Comic Viewer,1.4.1.4,Okay at best Crashes after 3-4 pages,Anthony Crum,13/04/14,2,OTHER,,ERROR,,,,,
5789384a819cb7066ab3fc0e,A Comic Viewer,1.4.1.4,Cbr and cbz fail Fail on opening pages but comicrack works.,PlÃ_nio Valente,13/04/14,1,INFORMATION_GIVING,,ERROR,,,,,
5789384a819cb7066ab3fc0c,A Comic Viewer,1.4.1.4,Best!!!!! It is a very app as I can read cbz and cbr files through it and it help me alot.,A Google User,14/04/14,5,OTHER,,OTHER,,,,,
57893847819cb7066ab3fc09,A Comic Viewer,1.4.1.4,I highly recommend it Very great app to view your comics/books/etc data,Michael DeSmyther,19/04/14,5,OTHER,,OTHER,,,,,
57893847819cb7066ab3fc0a,A Comic Viewer,1.4.1.4,"Use to be my favorite Cbr files! I go between three different readers. Perfect Viewer, Comics Reader and ACV. ACV has the best layout but doesn't play all my files!",Anthony Eccleston,19/04/14,2,OTHER,,ERROR,,,,,
5789384a819cb7066ab3fc0b,A Comic Viewer,1.4.1.4,"Image files &gt; 2MB are not loaded properly and the app crashes, I've switched to another reader. Too bad this one is great with my archos gamepad 2.",Florent Deschamps,19/04/14,3,OTHER,,ERROR,,,,,
57893843819cb7066ab3fc07,A Comic Viewer,1.4.1.4,"Open source, Ads, Site points to spam I ""installed"" just so I can say this, the domain points to those fake search sites and just returns spam/junk and attempts to install fake versions of Flash. My trust from this company is gone, but I have no issues sifting through the source-code to compile and install locally.",Zaephor O'TeWind,22/04/14,1,PROBLEM_DISCOVERY,,LICENSING,,,,,
57893843819cb7066ab3fc08,A Comic Viewer,1.4.1.4,Ugly Had problems with comics others read.,Nemanja Borovac,22/04/14,2,PROBLEM_DISCOVERY,,ERROR,,,,,
57893843819cb7066ab3fc06,A Comic Viewer,1.4.1.4,Not good Switching to another reader.,Cuycoy Rivera,26/04/14,1,OTHER,,OTHER,,,,,
57893843819cb7066ab3fc05,A Comic Viewer,1.4.1.4,FC in every book after a few pages,Omar Omar,09/05/14,1,OTHER,,OTHER,,,,,
5789383f819cb7066ab3fc04,A Comic Viewer,1.4.1.4,"Good app, needs better file search Very good app, would like a better way to search for files to add.",Adil Hussain,12/05/14,4,OTHER,,OTHER,,,,,
5789383f819cb7066ab3fc03,A Comic Viewer,1.4.1.4,"Doesn't work on cbr files CBR is supposedly supported, it is nog working right though. It always crashes on cbr comics on my galaxy tablet (2) and seldom works on my Galaxy S4. No updates to fix this.",Henry Yandun,14/05/14,1,PROBLEM_DISCOVERY,,ERROR,DEVICE,,,,
5789383f819cb7066ab3fc02,A Comic Viewer,1.4.1.4,This app gives me problem with opening .cbr files. I thought at first it was because of the files are corrupted but when I download a different comic viewer it works just fine.,Norzawani Buang M Yassin,16/05/14,1,OTHER,,ERROR,,,,,
5789383c819cb7066ab3fc01,A Comic Viewer,1.4.1.4,This app have a good quality,Tyrone Ornopia,21/05/14,5,OTHER,,OTHER,,,,,
5789383c819cb7066ab3fbff,A Comic Viewer,1.4.1.4,"Great app, except for with CBR On most CBR files, it'll throw an error about being out of memory. Doesn't matter if you're on a device with 512mb, or 2gb of RAM, and will always do it on the same pages. Open it up in another reader, on the same device, zero problems. Long time user, but this has just got to be too much.",Keith Brown,27/05/14,2,OTHER,RESSOURCES,MEMORY,HARDWARE,ERROR,y,,
5789383c819cb7066ab3fc00,A Comic Viewer,1.4.1.4,half of the screen is messed up plus takes so much time to move from one page to next...,Karim Mistry,27/05/14,1,OTHER,,UI,PERFORMANCE,ERROR,,,
5789383a819cb7066ab3fbfe,A Comic Viewer,1.4.1.4,Broken Every page that it shows are half broken and are unable read,Jack Whimarem Weels,28/05/14,1,OTHER,,ERROR,,,,,
5789383a819cb7066ab3fbfd,A Comic Viewer,1.4.1.4,"Great app Very useful 4 reading comic books.,,luv it",Shirapthi Spidey,30/05/14,4,OTHER,,OTHER,,,,,
5789383a819cb7066ab3fbfc,A Comic Viewer,1.4.1.4,Always ran out of memory This app sucks. Dont download this one,Armand Sutjianto,10/06/14,1,INFORMATION_GIVING,,MEMORY,ERROR,,,,
578937f5819cb7066ab3fb9f,A Comic Viewer,1.4.1.4,"amazing i have been using this viewer for years. i am utterly impressed. however, the drain on the battery is the only thing that keeps me from using it often.",deliverence rise,07/04/15,4,OTHER,RESSOURCES,BATTERY,ERROR,,y,,
57893c2d819cb7066ab4001a,Abstract Art,01/01/03,"Awesome! I always thought the battle backgrounds would make great live wallpapers. Thanks for putting this together! By the way, the background picker references a menu button for more options but the menu is not available on the G.Nexus for some reason.",A Google User,02/10/12,5,INFORMATION_GIVING,COMPATIBILITY,DEVICE,UI,,y,,
57893c2b819cb7066ab40019,Abstract Art,01/01/03,Worth buying a smart phone for. This made it worth the cost of getting a smart phone. Thank you.,A Google User,11/10/12,5,OTHER,OTHER,DEVICE,,,,,
57893c2b819cb7066ab40018,Abstract Art,01/01/03,Great! PSI Rockin!,A Google User,20/10/12,5,OTHER,OTHER,OTHER,,,,,
57893c2b819cb7066ab40017,Abstract Art,01/01/03,"Oh Baby! I love Earthbound! This app is great and cool, it is a great condiment for your Android phone item!",A Google User,25/10/12,5,OTHER,OTHER,DEVICE,,,,,
57893c29819cb7066ab40016,Abstract Art,01/01/03,"Awesome app any earthbound fan will love This is the coolest app, I think if it want free people would purchase it. Thanks a ton for making this sick earthbound app!",A Google User,11/11/12,5,OTHER,OTHER,LICENSING,,,,,
57893c29819cb7066ab40015,Abstract Art,01/01/03,Superb! Absolutely spectacular. Emulates the Earthbound backgrounds beautifully without compromising battery life. A+ Material!,SgtMettool,04/12/12,5,OTHER,RESSOURCES,BATTERY,,,y,,
57893c29819cb7066ab40014,Abstract Art,01/01/03,Great Works perfectly.,Damien McFalls,21/12/12,5,OTHER,OTHER,OTHER,,,,,
57893c29819cb7066ab40013,Abstract Art,01/01/03,This is the best thing. It really is.,Josh McFadden,25/12/12,5,OTHER,OTHER,OTHER,,,,,
57893c27819cb7066ab40012,Abstract Art,01/01/03,"love it Thank you for this great EB. wallpaper. I also paid the donation for this app. I just wish you tossed in a song or something for the paid version. But all in all it is good, it will be my main wallpaper for years.",Graham Fahlman,02/01/13,5,OTHER,PRICING,LICENSING,,,y,,
57893c27819cb7066ab40011,Abstract Art,01/01/03,Cool app! Fuzzy Pickles!,Najeem Baysudee,03/01/13,5,OTHER,,OTHER,,,,,
57893c27819cb7066ab40010,Abstract Art,01/01/03,"Just finished the game today and These look exactly like the game! I think the sprites look a little funny, but I know that's just from blowing them up so big. I might just remove them later. Still love it though! Thanks for making this!",Collin C.,04/01/13,5,OTHER,OTHER,OTHER,,,,,
57893c24819cb7066ab4000f,Abstract Art,01/01/03,Fantastic The visuals look exactly like earthbound. I definitely recommend that you try it out!,Eric Boone,07/01/13,5,OTHER,OTHER,OTHER,,,,,
57893c24819cb7066ab4000e,Abstract Art,01/01/03,Amazing I love you man this is just what I was looking for thank you.,Cainer R,26/01/13,5,INFORMATION_GIVING,OTHER,OTHER,,,,,
57893c24819cb7066ab4000d,Abstract Art,01/01/03,"Deserves no less than 5 stars There is a paid version. I can't imagine it could be any better than this. This is all I want in an earthbound live wallpaper. I'm going to now make a go launcher icon pack so that my contacts, aps, sms and camera are Ness, Paula Jeff and Poo. There is just one user who gave less that 5 stars. We should paint him blue.",A Google User,27/01/13,5,OTHER,PRICING,LICENSING,,,Y,,
57893c22819cb7066ab4000c,Abstract Art,01/01/03,Suggestion: Add Mother 3! You should definitely add mother 3 enemies and their backgrounds. That would be so cool! XD,Quinn Benskin,17/02/13,5,OTHER,OTHER,OTHER,,,,,
57893c22819cb7066ab4000b,Abstract Art,01/01/03,"Absolutely Amazing If you love earthbound as much as I do (played it as a child on SNES) you will smile every single time you power you phone on and see the live wallpaper change to a new enemy animation. A+++ 10/10! If your phone does not have a live wallpapers icon in your settings, install aniBrush Abstract Live wallpaper, and it will open your live wallpaper settings and you can set it to the Earthbound.",Andrew Paskiewicz,12/03/13,5,OTHER,OTHER,OTHER,,,,,
57893c22819cb7066ab4000a,Abstract Art,01/01/03,"My favorite app ever Very well made app, thoroughly enjoy just looking at my screen all day XD. Bought the app without a second thought. Much thanks to the developer!",Sargon Bakoz,14/03/13,5,OTHER,OTHER,LICENSING,,,,,
57893c1c819cb7066ab40009,Abstract Art,01/01/03,Brilliant! Please keep developing!,Bedford Nieves-Sanchez,12/04/13,5,INFORMATION_GIVING,OTHER,OTHER,,,,,
57893c1c819cb7066ab40008,Abstract Art,01/01/03,Fantastic! Really nice look. Great options.,Brad Smith,20/04/13,5,OTHER,OTHER,UI,,,,,
57893c1c819cb7066ab40007,Abstract Art,01/01/03,Exactly what I wanted Fantastic! Simple and sublime.,Kyle Ott,21/04/13,5,OTHER,OTHER,APP USABILITY,,,,,
57893c1c819cb7066ab40006,Abstract Art,01/01/03,Great work This is the coolest app in the entire play store. Only way it could be more epic was if you added the ones from Mother 3 as well.,Bradley Carey,03/05/13,5,INFORMATION_GIVING,,OTHER,,,,,
57893c1a819cb7066ab40005,Abstract Art,01/01/03,"Awesome It runs flawlessly and it's always amusing to watch. But please add in Heavily Armed Pokey's sprite. Oh, and yes Mother 3 wallpapers would be excellent.",Angel Suazo,06/05/13,5,OTHER,,PERFORMANCE,,,,,
57893c16819cb7066ab40004,Abstract Art,01/01/03,Awesome! I can't believe the amount of customization and detail that went into this. Such a great idea.,Andrew Cochrane,10/05/13,5,OTHER,,OTHER,,,,,
57893c16819cb7066ab40003,Abstract Art,01/01/03,"Personal favorite Love this wallpaper, thank you",Martin M,25/05/13,5,OTHER,,OTHER,,,,,
57893c16819cb7066ab40002,Abstract Art,01/01/03,"Amazing job These wallpapers were just the ones I wanted. Also a suggestion, you should add Mother 3 aswell.",Just Frank,02/06/13,5,INFORMATION_GIVING,,OTHER,,,,,
57893c16819cb7066ab40001,Abstract Art,01/01/03,"Best EarthBound app ever I love the variety in my backgrounds now. Constant reminders of my favorite game ever are welcome and awesome. """"Potential!""""",Tefka Suuno,04/06/13,5,OTHER,,OTHER,,,,,
57893c14819cb7066ab40000,Abstract Art,01/01/03,"Missing Options Awesome, but I see no way to access options (check all, uncheck all) in the chooser without a physical action button. Thank you for creating and open sourcing! Purchased the donation version.",Ian Boyte,12/06/13,4,OTHER,,UI,LICENSING,,,,
57893c14819cb7066ab3fffe,Abstract Art,01/01/03,"Awesome! But no Diamond Dog? I really do love this app, and now can't think of having anything else as a wallpaper. But you forgot Diamond Dog! Please include him!",Jean Escalante,13/06/13,5,OTHER,,OTHER,,,,,
57893c14819cb7066ab3ffff,Abstract Art,01/01/03,"Awesome App Small download, works well and appears to be light on system resources. Also, EB nerdgasm.",Chad Steele,13/06/13,5,OTHER,,PERFORMANCE,,,,,
57893c11819cb7066ab3fffd,Abstract Art,01/01/03,Great work! This is a must have by any Earthbound/Mother fan!,Najee Eaglin,16/06/13,5,OTHER,,OTHER,,,,,
57893c11819cb7066ab3fffc,Abstract Art,01/01/03,Great All earthbound fans will love it!,Trilo Byte,22/06/13,5,OTHER,,OTHER,,,,,
57893c11819cb7066ab3fffb,Abstract Art,01/01/03,"Just brilliant So simple, but so perfect. Mother 2 is my favorite game of all time. If you could add Mother 3 characters/enemies, whether it's in this wallpaper as a update or a separate app, I'd happy pay a buck or two for it. :)",Anthony Schaaf,29/06/13,5,OTHER,,LICENSING,,,,,
57893c0f819cb7066ab3fff9,Abstract Art,01/01/03,"Masterful. I would like to thank you, George, for this incredible creation. Yes, I realize that it is just a wallpaper for my phone based on one of the best video games ever made but I cannot help but appreciate its perfection. It brings me to the wonderful state of mind I was in during those first experiences with that amazing game each time I look at my phone and trust me in that it is a great place. Playing it or not, I am now EarthBound.",neil burt,20/07/13,5,OTHER,,DEVICE,,,,,
57893c0f819cb7066ab3fffa,Abstract Art,01/01/03,"Love it It looks awesome, thank you!",Incesticide23,20/07/13,5,OTHER,,OTHER,,,,,
57893c0b819cb7066ab3fff8,Abstract Art,01/01/03,This app STINKS! Best live wallpapers PERIOD! Only way it could possibly be better would be to add Mother 3 as a separate option for wallpapers.,Randy Paul,26/07/13,5,FEATURE_REQUEST,,UI,,,,,
57893c0b819cb7066ab3fff7,Abstract Art,01/01/03,"Smaaaaaaashing! Hands down, the greatest app ever made. Thank you.",Chris Rodriguez,28/07/13,5,OTHER,,OTHER,,,,,
57893c0b819cb7066ab3fff6,Abstract Art,01/01/03,Smaaash! Oh this app is my all time favorite live wallpaper. Developer you did a fantastic job. I have one suggestion please make a scrolling hp battery meter. It would make my day.,Jordan Mcnutt,06/08/13,5,OTHER,,BATTERY,UI,,,,
57893c09819cb7066ab3fff5,Abstract Art,01/01/03,"Nostalgic These are pretty awesome. Although my epileptic girlfriend isn't a big fan, the backgrounds are exactly what I expected. Galaxy S4",Kenneth Belovarac,13/08/13,5,OTHER,,DEVICE,,,,,
57893c09819cb7066ab3fff4,Abstract Art,01/01/03,Amazing. Awesome idea and it runs perfectly. Thanks!,Bryan Stine,15/08/13,5,OTHER,,OTHER,,,,,
57893c09819cb7066ab3fff3,Abstract Art,01/01/03,Say Fuzzy Pickles! Awesome application! I've always wanted a Giygas live wallpaper!,Daniel Fonseca,17/08/13,5,OTHER,,OTHER,,,,,
57893c08819cb7066ab3fff2,Abstract Art,01/01/03,SMAAAAAAAAASH!!! Wow! This is absolutely flawless and beautiful. Everyone should get this and also donate. It's just... Wow.,Dave Yarwood,19/08/13,5,OTHER,,LICENSING,,,,,
57893c08819cb7066ab3fff1,Abstract Art,01/01/03,"Smaaashing! Perfectly executed. Sound pack next, please!",Dale Cmaylo,10/09/13,5,INFORMATION_GIVING,,OTHER,,,,,
57893c08819cb7066ab3fff0,Abstract Art,01/01/03,Love this These wallpapers really bring me back to the year 199X. Have had this on my phone for months and I still love it! Thanks for making this!,Brendan Barr,09/10/13,5,OTHER,,DEVICE,,,,,
