_id,reviewText,PREDICTED_UI,CORRECT
57291a68507c69054da8eb0a,"Reports needs a big improvement The report section needs a complete overhall it does not shows details of income and transfer, if someone want to check how much income he has made from a specific categary there is no option same goes for transfers, graphs and manhatons should also be included as they give a much clear picture, rest of the application in superb easy to use and great interface and customisable, please improve the reporting section in the next update else u will lose a lot of users because of it",1,1
57291e63507c69054da8ef13,Great Should add more gestures to view the background unblurred since double tap locks the screen on some phones,1,1
57291c23507c69054da8ecc7,Please add the option for widget to skip forward and backwards on the home screen and lock screen.,1,1
5729c1e4507c690b8e0bd5b1,Good app. I like it,0,1
57291671507c69054da8e702,Matrix No matrix solving panel.,0,1
5729107c507c69054da8e137,Great Little compass.,0,1
57291395507c69054da8e4bb,Please add controller support and TV support For nvidia shield tablet portable and TV need controller support,0,1
57291734507c69054da8e7bf,What happened? Lately it always shows the wrong name at the top of message window. It's caused more than a bit of stress figuring out if I've sent something to the wrong person or not. It sucks because I do really like the app and it's features.,1,1
5729bf12507c690b8e0bd316,"Not really a LOCK SCREEN REPLACEMENT When I press Home button, it immediately takes me to my Home Screen. There's no security. So Devs, may I suggest that you add a feature that would really replace my stock lock screen. I love this app so much but it's not that secure, really.",1,1
5729119f507c69054da8e2b0,Does what it says . Love it.,0,1
57894bed819cb706b00a7a25,"Great Please solve : lockscreen can be escaped by pressing home button... acdisplay module activated and working in xposed... but still can escape...And, notification doesn't expands on quick glance (wake from sleep)",1,1
5729be46507c690b8e0bd235,"best mobile client light, powerful, stable, and comes in pitch black. couldn't ask for more.",0,1
57894c8f819cb706b00a7ac4,Almost perfect if I add widget the time and battery percentage was gone only the chosen widget will appear. My phone is 4.2.2 Android version.,1,1
57290fad507c69054da8e026,Best ever,0,1
572912c0507c69054da8e3f0,After updating it... my double click to change wallpaper is not working.... plz help me over this,1,1
5729191d507c69054da8e9ca,"Long time switching between phones + lag Takes a long time(a week or 2) to sync the account if you install it on a new phone. It's blocking messages, has lag.",0,1
57291007507c69054da8e098,"background works fine, but just add an option to choose/remove the background, like viber. no option for it kills, cos the background image pisses me off.",1,1
5729c012507c690b8e0bd3f9,"My go to lockscreen. It's so simple and elegant. However, I've been noticing something that inhibits me from giving this app five stars. Sometimes it just stops reading notifications and I need to clear all the data on the app to fix it. Please fix.",1,1
57893a2d819cb7066ab3fd6d,Bay Great site,0,1
